System_Time,Uptime(ms),Temp,Humidity,PM2.5,PM10
2025-10-25 21:44:00,1995.50,30.90,54.00,171,191
2025-10-25 21:44:05,2000.53,30.10,54.00,170,191
2025-10-25 21:44:10,2005.56,30.80,54.00,173,195
2025-10-25 21:44:15,2010.58,30.70,54.00,173,196
2025-10-25 21:44:20,2015.61,30.10,54.00,168,191
2025-10-25 21:44:25,2020.63,30.60,54.00,168,192
2025-10-25 21:44:30,2025.66,30.50,54.00,168,192
2025-10-25 21:44:35,2030.68,30.40,54.00,173,195
2025-10-25 21:44:41,2035.71,30.70,54.00,172,192
2025-10-25 21:44:46,2040.73,30.60,54.00,170,190
2025-10-25 21:44:51,2045.76,30.20,54.00,170,189
2025-10-25 21:44:56,2050.78,30.40,54.00,169,188
2025-10-25 21:45:01,2055.81,30.70,54.00,171,190
2025-10-25 21:45:06,2060.84,30.10,54.00,171,189
2025-10-25 21:45:11,2065.86,30.50,54.00,171,187
2025-10-25 21:45:16,2070.89,30.90,54.00,170,187
2025-10-25 21:45:21,2075.91,30.90,54.00,170,187
2025-10-25 21:45:26,2080.94,30.20,54.00,173,193
2025-10-25 21:45:31,2085.96,30.80,54.00,173,193
2025-10-25 21:45:36,2090.99,30.40,54.00,169,193
2025-10-25 21:45:41,2096.01,30.60,54.00,169,193
2025-10-25 21:45:46,2101.04,30.90,54.00,170,193
2025-10-25 21:45:51,2106.07,30.50,54.00,168,192
2025-10-25 21:45:56,2111.09,30.10,55.00,170,193
2025-10-25 21:46:01,2116.12,30.70,55.00,171,193
2025-10-25 21:46:06,2121.14,30.90,55.00,169,191
2025-10-25 21:46:11,2126.17,30.00,55.00,169,192
2025-10-25 21:46:16,2131.19,30.10,55.00,167,189
2025-10-25 21:46:21,2136.22,30.30,54.00,169,190
2025-10-25 21:46:26,2141.25,30.00,55.00,169,191
2025-10-25 21:46:31,2146.27,30.60,54.00,170,191
2025-10-25 21:46:36,2151.30,30.70,54.00,172,195
2025-10-25 21:46:41,2156.32,30.80,55.00,173,195
2025-10-25 21:46:46,2161.35,30.70,55.00,174,196
2025-10-25 21:46:51,2166.37,30.30,55.00,171,192
2025-10-25 21:46:56,2171.40,30.40,55.00,171,191
2025-10-25 21:47:01,2176.42,30.90,55.00,171,191
2025-10-25 21:47:06,2181.45,30.50,55.00,175,194
2025-10-25 21:47:11,2186.48,30.20,55.00,175,196
2025-10-25 21:47:16,2191.50,30.60,55.00,175,197
2025-10-25 21:47:21,2196.53,30.00,55.00,175,197
2025-10-25 21:47:26,2201.55,30.90,55.00,178,200
2025-10-25 21:47:31,2206.57,30.40,55.00,178,200
2025-10-25 21:47:36,2211.60,30.20,55.00,173,193
2025-10-25 21:47:41,2216.63,30.70,55.00,172,192
2025-10-25 21:47:46,2221.65,30.30,55.00,172,192
2025-10-25 21:47:51,2226.68,30.20,55.00,172,192
2025-10-25 21:47:57,2231.70,30.50,55.00,176,198
2025-10-25 21:48:02,2236.73,30.70,55.00,177,198
2025-10-25 21:48:07,2241.76,30.00,55.00,175,195
2025-10-25 21:48:12,2246.78,30.60,55.00,175,194
2025-10-25 21:48:17,2251.80,30.90,55.00,174,193
2025-10-25 21:48:22,2256.83,30.20,55.00,174,193
2025-10-25 21:48:27,2261.86,30.00,55.00,168,187
2025-10-25 21:48:32,2266.88,30.20,55.00,167,187
2025-10-25 21:48:37,2271.91,30.50,55.00,169,189
2025-10-25 21:48:42,2276.93,30.60,55.00,169,189
2025-10-25 21:48:47,2281.96,30.00,55.00,169,188
2025-10-25 21:48:52,2286.99,30.20,55.00,169,188
2025-10-25 21:48:57,2292.01,30.30,55.00,169,189
2025-10-25 21:49:02,2297.03,30.20,55.00,173,193
2025-10-25 21:49:07,2302.06,30.40,55.00,174,193
2025-10-25 21:49:12,2307.09,30.30,55.00,174,195
2025-10-25 21:49:17,2312.11,30.10,55.00,172,198
2025-10-25 21:49:22,2317.14,30.70,55.00,172,198
2025-10-25 21:49:27,2322.16,30.10,55.00,170,196
2025-10-25 21:49:32,327.19,30.60,55.00,170,196
2025-10-25 21:49:37,2332.21,30.80,55.00,168,195
2025-10-25 21:49:42,2337.24,30.00,55.00,166,191
2025-10-25 21:49:47,2342.26,30.20,55.00,166,192
2025-10-25 21:49:52,47.29,30.50,55.00,169,196
