PM2.5,PM10
-1.6545335645720458,-1.6489879557762124
-1.5563476507457077,-1.499340421409631
-1.595622016276243,-1.5325954290466492
-1.7330822956331162,-1.6656154595947215
-1.752719478398384,-1.6656154595947215
-1.6152591990415106,-1.5325954290466492
-1.5367104679804402,-1.549222932865158
-1.6152591990415106,-1.6157329481391942
-1.595622016276243,-1.5991054443206854
-1.438524554154102,-1.3164378794060316
-1.5170732852151725,-1.3829478946800677
-1.5170732852151725,-1.3829478946800677
-1.5170732852151725,-1.499340421409631
-1.4581617369193698,-1.3330653832245407
-1.5563476507457077,-1.482712917591122
-1.5170732852151725,-1.3829478946800677
-1.5367104679804402,-1.466085413772613
-1.5563476507457077,-1.3995753984985768
-1.5563476507457077,-1.3995753984985768
-1.4581617369193698,-1.3330653832245407
-1.497436102449905,-1.3829478946800677
-1.4581617369193698,-1.3496928870430498
-1.438524554154102,-1.416202902317086
-1.4581617369193698,-1.416202902317086
-1.4581617369193698,-1.416202902317086
-1.4188873713888346,-1.3330653832245407
-1.438524554154102,-1.3330653832245407
-1.4581617369193698,-1.2998103755875228
-1.4188873713888346,-1.3663203908615589
-1.4188873713888346,-1.3663203908615589
-1.3207014575624965,-1.2998103755875228
-1.3599758230930317,-1.2998103755875228
-1.340338640327764,-1.3330653832245407
-1.340338640327764,-1.3496928870430498
-1.3992501886235669,-1.3829478946800677
-1.3207014575624965,-1.2998103755875228
-1.3207014575624965,-1.2665553679505046
-1.3207014575624965,-1.2998103755875228
-1.3010642747972287,-1.3663203908615589
-1.3207014575624965,-1.2333003603134864
-1.3207014575624965,-1.2831828717690137
-1.3010642747972287,-1.2998103755875228
-1.340338640327764,-1.3330653832245407
-1.340338640327764,-1.2831828717690137
-1.0457808988487498,-0.9506327953988329
-0.8494090711960738,-0.8508677724877788
-0.8494090711960738,-0.7344752457582155
-0.7904975229002709,-0.7843577572137426
-0.7904975229002709,-0.7344752457582155
-0.8101347056655386,-0.7511027495767245
-0.8101347056655386,-0.8342402686692697
-0.8101347056655386,-0.7843577572137426
-0.8690462539613414,-0.8508677724877788
-0.7708603401350033,-0.7012202381211975
-0.6530372435433976,-0.5848277113916343
-0.6530372435433976,-0.5848277113916343
-0.7708603401350033,-0.6845927343026884
-0.7315859746044681,-0.7178477419397065
-0.7119487918392005,-0.7012202381211975
-0.7708603401350033,-0.7344752457582155
-0.6530372435433976,-0.6014552152101432
-0.63340006077813,-0.6014552152101432
-0.63340006077813,-0.5515727037546162
-0.6530372435433976,-0.5848277113916343
-0.63340006077813,-0.6347102228471613
-0.6923116090739329,-0.7012202381211975
-0.5941256952475948,-0.6180827190286523
-0.6137628780128624,-0.5848277113916343
-0.5941256952475948,-0.6014552152101432
-0.6530372435433976,-0.6347102228471613
-0.6530372435433976,-0.6180827190286523
-0.4959397814212567,-0.5016901922990891
-0.4959397814212567,-0.48506268848058004
-0.4566654158907215,-0.5016901922990891
-0.4763025986559891,-0.3686701617510168
-0.35847950206438345,-0.3520426579325077
-0.4566654158907215,-0.3852976655695258
-0.4370282331254539,-0.3852976655695258
-0.3977538675949187,-0.3354151541139987
-0.27993077100331304,-0.3520426579325077
-0.2602935882380454,-0.2689051388399626
-0.2602935882380454,-0.2689051388399626
-0.18174485717697494,-0.1857676197474174
0.073538518771504,-0.0860025968363632
0.014626970475701159,-0.052747589199345135
-0.12283330888117212,-0.11925760447338127
-0.10319612611590451,-0.0860025968363632
-0.06392176058536929,-0.052747589199345135
0.05390133600623638,0.0636449375302181
-0.04428457782010168,0.04701743371170907
-0.024647395054834067,-0.01949258156232707
-0.04428457782010168,-0.052747589199345135
0.014626970475701159,0.0636449375302181
0.05390133600623638,0.030389929893200034
-0.005010212289566453,-0.0028650777438180334
0.014626970475701159,-0.0028650777438180334
0.0931757015367716,0.09689994516723617
0.11281288430203922,0.04701743371170907
0.014626970475701159,0.030389929893200034
0.05390133600623638,0.09689994516723617
0.014626970475701159,0.0636449375302181
0.03426415324096877,0.0636449375302181
0.11281288430203922,0.04701743371170907
0.11281288430203922,0.0636449375302181
0.2306359808936449,0.22991997571530845
0.3091847119547153,0.2964299909893446
-0.888683436726609,-0.934005291580324
-0.8690462539613414,-0.9007502839433058
-0.8690462539613414,-0.934005291580324
-0.8297718884308062,-0.9007502839433058
-0.8690462539613414,-0.9173777877618149
-0.9475949850224118,-1.00051530685436
-0.8101347056655386,-0.9007502839433058
-0.8101347056655386,-0.9173777877618149
-0.8690462539613414,-1.00051530685436
-0.8297718884308062,-0.9506327953988329
-0.7512231573697357,-0.8508677724877788
-0.7708603401350033,-0.8009852610322516
-0.7904975229002709,-0.8009852610322516
-0.7512231573697357,-0.7677302533952336
-0.8101347056655386,-0.8342402686692697
-0.8101347056655386,-0.8674952763062878
-0.7904975229002709,-0.8342402686692697
-0.8297718884308062,-0.9173777877618149
-0.10319612611590451,-0.2356501312029445
-0.10319612611590451,-0.2356501312029445
-0.22101922270751018,-0.3354151541139987
-0.22101922270751018,-0.31878765029548967
-0.22101922270751018,-0.31878765029548967
-0.18174485717697494,-0.2689051388399626
-0.16210767441170734,-0.25227763502145356
-0.22101922270751018,-0.30216014647698064
-0.22101922270751018,-0.30216014647698064
-0.2406564054727778,-0.2855326426584716
-0.14247049164643974,-0.1857676197474174
-0.04428457782010168,-0.10263010065487224
-0.04428457782010168,-0.10263010065487224
-0.16210767441170734,-0.20239512356592643
-0.14247049164643974,-0.20239512356592643
-0.14247049164643974,-0.20239512356592643
-0.20138203994224257,-0.2689051388399626
-0.20138203994224257,-0.2855326426584716
-0.20138203994224257,-0.3354151541139987
-0.18174485717697494,-0.1857676197474174
-0.16210767441170734,-0.15251261211039935
-0.16210767441170734,-0.15251261211039935
-0.16210767441170734,-0.15251261211039935
-0.16210767441170734,-0.15251261211039935
-0.18174485717697494,-0.16914011592890837
-0.18174485717697494,-0.16914011592890837
-0.20138203994224257,-0.1857676197474174
-0.16210767441170734,-0.2356501312029445
-0.16210767441170734,-0.1857676197474174
-0.06392176058536929,-0.15251261211039935
-0.06392176058536929,-0.1358851082918903
-0.06392176058536929,-0.11925760447338127
-0.06392176058536929,-0.11925760447338127
-0.0835589433506369,-0.1358851082918903
-0.18174485717697494,-0.2356501312029445
-0.18174485717697494,-0.25227763502145356
-0.12283330888117212,-0.16914011592890837
-0.14247049164643974,-0.16914011592890837
-0.12283330888117212,-0.15251261211039935
-0.12283330888117212,-0.16914011592890837
-0.18174485717697494,-0.2689051388399626
-0.20138203994224257,-0.31878765029548967
-0.14247049164643974,-0.25227763502145356
-0.10319612611590451,-0.052747589199345135
-0.12283330888117212,-0.06937509301785418
-0.06392176058536929,-0.11925760447338127
-0.06392176058536929,-0.11925760447338127
-0.024647395054834067,-0.0860025968363632
-0.024647395054834067,-0.0860025968363632
-0.16210767441170734,-0.25227763502145356
-0.20138203994224257,-0.2689051388399626
-0.20138203994224257,-0.2689051388399626
-0.12283330888117212,-0.20239512356592643
-0.22101922270751018,-0.3354151541139987
-0.2406564054727778,-0.3354151541139987
-0.22101922270751018,-0.31878765029548967
-0.27993077100331304,-0.3686701617510168
-0.12283330888117212,-0.2356501312029445
-0.12283330888117212,-0.2855326426584716
-0.16210767441170734,-0.30216014647698064
-0.18174485717697494,-0.2689051388399626
-0.0835589433506369,-0.16914011592890837
-0.12283330888117212,-0.20239512356592643
-0.2602935882380454,-0.3520426579325077
-0.18174485717697494,-0.20239512356592643
-0.18174485717697494,-0.20239512356592643
-0.22101922270751018,-0.25227763502145356
-0.22101922270751018,-0.2689051388399626
-0.22101922270751018,-0.2689051388399626
-0.20138203994224257,-0.20239512356592643
-0.20138203994224257,-0.20239512356592643
-0.29956795376858064,-0.30216014647698064
-0.2602935882380454,-0.2689051388399626
-0.18174485717697494,-0.16914011592890837
-0.18174485717697494,-0.1857676197474174
-0.27993077100331304,-0.31878765029548967
-0.2602935882380454,-0.30216014647698064
-0.2602935882380454,-0.2855326426584716
-0.2602935882380454,-0.2855326426584716
-0.22101922270751018,-0.2689051388399626
-0.22101922270751018,-0.25227763502145356
-0.14247049164643974,-0.21902262738443548
-0.14247049164643974,-0.21902262738443548
-0.14247049164643974,-0.1358851082918903
-0.18174485717697494,-0.21902262738443548
-0.20138203994224257,-0.2356501312029445
-0.22101922270751018,-0.25227763502145356
-0.18174485717697494,-0.20239512356592643
-0.18174485717697494,-0.20239512356592643
-0.22101922270751018,-0.25227763502145356
-0.22101922270751018,-0.25227763502145356
-0.29956795376858064,-0.2689051388399626
-0.2406564054727778,-0.2689051388399626
-0.0835589433506369,-0.20239512356592643
-0.0835589433506369,-0.20239512356592643
-0.10319612611590451,-0.1857676197474174
-0.10319612611590451,-0.1857676197474174
-0.10319612611590451,-0.20239512356592643
-0.14247049164643974,-0.30216014647698064
-0.14247049164643974,-0.31878765029548967
-0.18174485717697494,-0.30216014647698064
-0.18174485717697494,-0.2855326426584716
-0.22101922270751018,-0.30216014647698064
-0.22101922270751018,-0.30216014647698064
-0.18174485717697494,-0.25227763502145356
-0.0835589433506369,-0.16914011592890837
-0.0835589433506369,-0.1857676197474174
-0.06392176058536929,-0.21902262738443548
-0.12283330888117212,-0.21902262738443548
-0.16210767441170734,-0.25227763502145356
-0.14247049164643974,-0.2356501312029445
-0.024647395054834067,-0.10263010065487224
-0.12283330888117212,-0.20239512356592643
-0.12283330888117212,-0.20239512356592643
-0.06392176058536929,-0.15251261211039935
-0.06392176058536929,-0.16914011592890837
-0.0835589433506369,-0.10263010065487224
-0.16210767441170734,-0.21902262738443548
-0.12283330888117212,-0.20239512356592643
-0.14247049164643974,-0.20239512356592643
-0.14247049164643974,-0.2356501312029445
-0.16210767441170734,-0.25227763502145356
-0.0835589433506369,-0.1857676197474174
-0.0835589433506369,-0.16914011592890837
-0.12283330888117212,-0.1857676197474174
0.014626970475701159,-0.052747589199345135
0.014626970475701159,-0.052747589199345135
-0.024647395054834067,-0.052747589199345135
-0.024647395054834067,-0.052747589199345135
-0.024647395054834067,-0.0361200853808361
-0.024647395054834067,-0.0361200853808361
-0.024647395054834067,-0.0361200853808361
-0.024647395054834067,-0.052747589199345135
-0.12283330888117212,-0.1358851082918903
-0.12283330888117212,-0.1358851082918903
-0.12283330888117212,-0.10263010065487224
-0.04428457782010168,-0.052747589199345135
-0.005010212289566453,-0.0361200853808361
-0.04428457782010168,-0.01949258156232707
-0.04428457782010168,-0.01949258156232707
-0.04428457782010168,-0.01949258156232707
-0.06392176058536929,-0.0860025968363632
-0.10319612611590451,-0.0860025968363632
-0.06392176058536929,-0.06937509301785418
0.014626970475701159,-0.0361200853808361
0.014626970475701159,-0.0361200853808361
0.014626970475701159,-0.01949258156232707
0.014626970475701159,-0.01949258156232707
0.073538518771504,0.013762426074691001
0.0931757015367716,0.04701743371170907
0.073538518771504,0.030389929893200034
-0.005010212289566453,-0.06937509301785418
0.014626970475701159,-0.0860025968363632
-0.024647395054834067,-0.0028650777438180334
-0.024647395054834067,-0.0028650777438180334
-0.04428457782010168,-0.11925760447338127
-0.04428457782010168,-0.1358851082918903
-0.024647395054834067,-0.0860025968363632
0.014626970475701159,-0.06937509301785418
-0.06392176058536929,-0.16914011592890837
-0.04428457782010168,-0.16914011592890837
-0.04428457782010168,-0.15251261211039935
0.03426415324096877,-0.01949258156232707
-0.005010212289566453,-0.052747589199345135
0.05390133600623638,0.04701743371170907
0.0931757015367716,0.030389929893200034
-0.024647395054834067,-0.052747589199345135
-0.024647395054834067,-0.052747589199345135
-0.005010212289566453,0.013762426074691001
0.073538518771504,-0.0028650777438180334
0.073538518771504,-0.0028650777438180334
-0.06392176058536929,-0.0860025968363632
-0.04428457782010168,-0.06937509301785418
-0.04428457782010168,-0.06937509301785418
0.014626970475701159,-0.0028650777438180334
0.014626970475701159,-0.01949258156232707
0.03426415324096877,-0.052747589199345135
0.03426415324096877,-0.0361200853808361
0.014626970475701159,-0.052747589199345135
-0.024647395054834067,-0.06937509301785418
0.014626970475701159,-0.01949258156232707
-0.024647395054834067,-0.1358851082918903
-0.06392176058536929,-0.11925760447338127
-0.06392176058536929,-0.1358851082918903
-0.04428457782010168,-0.11925760447338127
-0.04428457782010168,-0.11925760447338127
-0.04428457782010168,-0.10263010065487224
0.03426415324096877,-0.01949258156232707
0.03426415324096877,-0.01949258156232707
0.014626970475701159,-0.0361200853808361
-0.024647395054834067,-0.15251261211039935
-0.10319612611590451,-0.1358851082918903
-0.06392176058536929,-0.10263010065487224
-0.06392176058536929,-0.10263010065487224
-0.16210767441170734,-0.1857676197474174
-0.14247049164643974,-0.16914011592890837
-0.04428457782010168,-0.11925760447338127
-0.12283330888117212,-0.0860025968363632
-0.12283330888117212,-0.06937509301785418
-0.12283330888117212,-0.06937509301785418
0.13245006706730683,0.09689994516723617
0.11281288430203922,0.09689994516723617
0.11281288430203922,0.08027244134872713
-0.005010212289566453,-0.01949258156232707
0.073538518771504,0.04701743371170907
0.073538518771504,-0.01949258156232707
0.03426415324096877,-0.0361200853808361
-0.14247049164643974,-0.2356501312029445
0.03426415324096877,-0.0028650777438180334
-0.024647395054834067,-0.01949258156232707
-0.06392176058536929,-0.11925760447338127
-0.22101922270751018,-0.2855326426584716
-0.22101922270751018,-0.30216014647698064
-0.14247049164643974,-0.2356501312029445
-0.0835589433506369,-0.11925760447338127
-0.024647395054834067,-0.06937509301785418
-0.10319612611590451,-0.20239512356592643
-0.0835589433506369,-0.1857676197474174
-0.10319612611590451,-0.20239512356592643
-0.06392176058536929,-0.16914011592890837
-0.0835589433506369,-0.16914011592890837
-0.0835589433506369,-0.16914011592890837
-0.06392176058536929,-0.15251261211039935
-0.0835589433506369,-0.16914011592890837
-0.0835589433506369,-0.15251261211039935
-0.10319612611590451,-0.15251261211039935
-0.10319612611590451,-0.1358851082918903
-0.06392176058536929,-0.0860025968363632
-0.06392176058536929,-0.0860025968363632
-0.04428457782010168,-0.06937509301785418
-0.06392176058536929,-0.0860025968363632
-0.04428457782010168,-0.0860025968363632
-0.12283330888117212,-0.15251261211039935
-0.06392176058536929,-0.11925760447338127
-0.04428457782010168,-0.11925760447338127
-0.024647395054834067,-0.052747589199345135
-0.024647395054834067,-0.052747589199345135
0.03426415324096877,-0.0028650777438180334
0.073538518771504,-0.0361200853808361
0.073538518771504,-0.0361200853808361
0.11281288430203922,0.04701743371170907
0.014626970475701159,-0.052747589199345135
-0.024647395054834067,-0.11925760447338127
-0.024647395054834067,-0.0860025968363632
-0.04428457782010168,-0.0860025968363632
0.014626970475701159,-0.052747589199345135
0.13245006706730683,0.030389929893200034
0.0931757015367716,-0.0028650777438180334
0.073538518771504,-0.052747589199345135
0.073538518771504,-0.052747589199345135
0.03426415324096877,-0.06937509301785418
0.03426415324096877,-0.11925760447338127
0.014626970475701159,-0.1358851082918903
0.014626970475701159,-0.1358851082918903
-0.04428457782010168,-0.11925760447338127
-0.04428457782010168,-0.1358851082918903
0.03426415324096877,-0.01949258156232707
0.073538518771504,0.030389929893200034
0.073538518771504,0.030389929893200034
0.13245006706730683,0.13015495280425424
0.13245006706730683,0.14678245662276326
0.073538518771504,0.09689994516723617
0.03426415324096877,-0.01949258156232707
-0.005010212289566453,-0.01949258156232707
-0.024647395054834067,-0.0361200853808361
0.014626970475701159,-0.0361200853808361
0.0931757015367716,0.04701743371170907
0.0931757015367716,0.04701743371170907
-0.024647395054834067,-0.0361200853808361
-0.024647395054834067,-0.0361200853808361
-0.06392176058536929,-0.06937509301785418
-0.06392176058536929,-0.06937509301785418
0.073538518771504,0.030389929893200034
-0.005010212289566453,0.013762426074691001
-0.0835589433506369,-0.06937509301785418
-0.10319612611590451,-0.1358851082918903
-0.10319612611590451,-0.11925760447338127
0.03426415324096877,-0.0028650777438180334
0.03426415324096877,-0.0028650777438180334
-0.06392176058536929,-0.052747589199345135
-0.06392176058536929,-0.06937509301785418
0.014626970475701159,-0.11925760447338127
0.05390133600623638,-0.01949258156232707
0.014626970475701159,-0.06937509301785418
-0.005010212289566453,-0.052747589199345135
-0.005010212289566453,-0.06937509301785418
-0.005010212289566453,-0.06937509301785418
-0.024647395054834067,-0.15251261211039935
0.05390133600623638,-0.01949258156232707
-0.04428457782010168,-0.1358851082918903
-0.04428457782010168,-0.0860025968363632
0.05390133600623638,0.04701743371170907
0.014626970475701159,-0.052747589199345135
-0.005010212289566453,-0.15251261211039935
-0.005010212289566453,-0.15251261211039935
-0.04428457782010168,-0.1857676197474174
-0.04428457782010168,-0.1857676197474174
-0.04428457782010168,-0.16914011592890837
-0.024647395054834067,-0.11925760447338127
-0.0835589433506369,-0.20239512356592643
-0.06392176058536929,-0.1358851082918903
-0.04428457782010168,-0.11925760447338127
-0.024647395054834067,-0.10263010065487224
-0.005010212289566453,-0.10263010065487224
-0.06392176058536929,-0.16914011592890837
-0.06392176058536929,-0.11925760447338127
-0.06392176058536929,-0.1358851082918903
-0.024647395054834067,-0.01949258156232707
-0.024647395054834067,-0.0028650777438180334
0.03426415324096877,0.013762426074691001
0.05390133600623638,-0.052747589199345135
0.05390133600623638,-0.052747589199345135
0.05390133600623638,-0.052747589199345135
0.03426415324096877,-0.06937509301785418
0.014626970475701159,-0.06937509301785418
-0.005010212289566453,-0.0860025968363632
0.014626970475701159,-0.06937509301785418
0.03426415324096877,-0.052747589199345135
0.03426415324096877,-0.0860025968363632
0.03426415324096877,-0.06937509301785418
0.073538518771504,-0.06937509301785418
0.073538518771504,-0.052747589199345135
0.03426415324096877,0.04701743371170907
0.11281288430203922,0.1135274489857452
0.05390133600623638,0.04701743371170907
0.03426415324096877,0.04701743371170907
-0.024647395054834067,-0.06937509301785418
-0.06392176058536929,-0.10263010065487224
-0.0835589433506369,-0.10263010065487224
-0.024647395054834067,-0.0361200853808361
-0.005010212289566453,-0.0361200853808361
-0.005010212289566453,-0.052747589199345135
-0.0835589433506369,-0.10263010065487224
-0.0835589433506369,-0.10263010065487224
-0.04428457782010168,-0.11925760447338127
-0.024647395054834067,-0.0860025968363632
-0.024647395054834067,-0.06937509301785418
0.03426415324096877,0.013762426074691001
0.03426415324096877,0.013762426074691001
-0.04428457782010168,0.013762426074691001
-0.06392176058536929,-0.01949258156232707
0.05390133600623638,-0.0860025968363632
0.03426415324096877,-0.10263010065487224
0.03426415324096877,-0.10263010065487224
0.014626970475701159,-0.10263010065487224
-0.024647395054834067,-0.0361200853808361
-0.024647395054834067,-0.01949258156232707
-0.10319612611590451,-0.1358851082918903
-0.10319612611590451,-0.1358851082918903
-0.16210767441170734,-0.1857676197474174
-0.16210767441170734,-0.1857676197474174
-0.14247049164643974,-0.1857676197474174
-0.10319612611590451,-0.1358851082918903
-0.10319612611590451,-0.1358851082918903
-0.06392176058536929,-0.10263010065487224
-0.06392176058536929,-0.11925760447338127
-0.0835589433506369,-0.11925760447338127
-0.06392176058536929,-0.1358851082918903
-0.12283330888117212,-0.16914011592890837
-0.12283330888117212,-0.15251261211039935
-0.12283330888117212,-0.10263010065487224
-0.12283330888117212,-0.10263010065487224
-0.06392176058536929,-0.06937509301785418
-0.005010212289566453,-0.052747589199345135
-0.005010212289566453,-0.052747589199345135
-0.04428457782010168,-0.06937509301785418
-0.04428457782010168,-0.06937509301785418
-0.024647395054834067,-0.06937509301785418
-0.04428457782010168,-0.0860025968363632
-0.04428457782010168,-0.0860025968363632
